00:00.006  color_management | Using OCIO=/Users/mengyingli/Documents/ChatGPT/MyBlenderFilmStudio/color/ocio/cg-config-v4.0.0_aces-v2.0_ocio-v2.5.ocio
00:24.008  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:24.193  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:24.423  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:24.587  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:24.753  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:24.945  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:25.109  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:25.282  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:25.498  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:25.697  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:25.893  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:26.061  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:26.227  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:26.411  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:26.656  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:26.823  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:26.988  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:27.186  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:27.355  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:27.531  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:27.775  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:27.945  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:28.111  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:28.318  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:28.484  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:28.658  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:28.897  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:29.071  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:29.242  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:29.435  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:29.601  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:29.779  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:30.013  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:30.190  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:30.378  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:30.544  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:30.710  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:30.889  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:31.067  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:31.265  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:31.430  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:31.596  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:31.770  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:31.939  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:32.125  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:32.314  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:32.538  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:32.705  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:32.869  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:33.083  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:33.280  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:33.488  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:33.699  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:33.887  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:34.065  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:34.241  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:34.440  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:34.645  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:34.854  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:35.022  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:35.187  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:35.360  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:35.588  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:35.774  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:35.947  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:36.111  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:36.274  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:36.475  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:36.685  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:36.890  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:37.100  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:37.271  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:37.438  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:37.647  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:37.822  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:38.037  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:38.245  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:38.467  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:38.693  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:38.878  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:39.090  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:39.310  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:39.478  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:39.643  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:39.864  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:40.043  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:40.253  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:40.478  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:40.644  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:40.808  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:40.968  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:41.138  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:41.346  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:41.542  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:41.766  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:41.936  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:42.103  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:42.273  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:42.502  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:42.707  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:42.909  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:43.120  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:43.298  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:43.492  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:43.722  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:43.899  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:44.113  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:44.285  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:44.459  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:44.681  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:44.866  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:45.072  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:45.279  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:45.450  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:45.621  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:45.804  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:45.987  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:46.196  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:46.410  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:46.578  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:46.751  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:46.967  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:47.150  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:47.346  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:47.569  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:47.739  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:47.904  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:48.091  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:48.257  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:48.457  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:48.623  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:48.791  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:48.956  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:49.123  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:49.287  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:49.454  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:49.620  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:49.806  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:49.976  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:50.140  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
00:50.307  render           | Saved: '/Users/mengyingli/Documents/ChatGPT/BlenderFilmStudio-PostPB7-workspace/PC.3-2026-08-31-mac-m2max-attempt-01/tmp/pc3-current-frame.exr'
